root_seed,rule,fraction,mask_index,output_cosine,identity,dropped_units
51001,err2,0.25,2,0.8096470429480068,0.46,12
51001,err2,0.25,3,0.791556652705869,0.32,12
51001,err2,0.25,4,0.8178671952758766,0.34,12
51001,err2,0.25,5,0.8345919594743044,0.42,12
51001,err2,0.25,6,0.8374153307663987,0.4,12
51001,err2,0.25,7,0.8446996098560413,0.24,12
51001,err2,0.25,8,0.7837609841567789,0.36,12
51001,err2,0.25,9,0.8216799919330023,0.42,12
51001,err2,0.25,10,0.7819273828269057,0.46,12
51001,err2,0.25,11,0.7640567472877564,0.28,12
51001,err2,0.5,0,0.5955792912029106,0.18,25
51001,err2,0.5,1,0.7381699919345321,0.16,25
51001,err2,0.5,2,0.6763712402568172,0.18,25
51001,err2,0.5,3,0.6008533390061476,0.24,25
51001,err2,0.5,4,0.6132293014766187,0.24,25
51001,err2,0.5,5,0.6832336139966156,0.28,25
51001,err2,0.5,6,0.7460408061751216,0.2,25
51001,err2,0.5,7,0.7504856478942411,0.18,25
51001,err2,0.5,8,0.6709721723187436,0.1,25
51001,err2,0.5,9,0.6573380586064325,0.2,25
51001,err2,0.5,10,0.5665763028517392,0.16,25
51001,err2,0.5,11,0.6957669365710397,0.2,25
51001,err2,0.75,0,0.5482577386884241,0.04,38
51001,err2,0.75,1,0.4593486071348029,0.06,38
51001,err2,0.75,2,0.5096999425750429,0.1,38
51001,err2,0.75,3,0.42469884068557073,0.02,38
51001,err2,0.75,4,0.49187843716262747,0.08,38
51001,err2,0.75,5,0.573865775571462,0.08,38
51001,err2,0.75,6,0.3434347292931,0.04,38
51001,err2,0.75,7,0.49734579758852526,0.16,38
51001,err2,0.75,8,0.5909096050519614,0.06,38
51001,err2,0.75,9,0.40489176824947476,0.1,38
51001,err2,0.75,10,0.44810808410664166,0.06,38
51001,err2,0.75,11,0.4432269355758766,0.04,38
51001,err2,0.9,0,0.36781420068643605,0.02,45
51001,err2,0.9,1,0.38839976693121253,0.04,45
51001,err2,0.9,2,0.47360609953016986,0.08,45
51001,err2,0.9,3,0.41994391714760576,0.06,45
51001,err2,0.9,4,0.3860205360888638,0.04,45
51001,err2,0.9,5,0.4193437240805045,0.06,45
51001,err2,0.9,6,0.39380411151929356,0.04,45
51001,err2,0.9,7,0.3660730603685866,0.02,45
51001,err2,0.9,8,0.4000171408868307,0.04,45
51001,err2,0.9,9,0.4262744373512271,0.04,45
51001,err2,0.9,10,0.41994411327272,0.04,45
51001,err2,0.9,11,0.3881251865552844,0.06,45
51002,base,0.0,0,0.8573294458849017,0.22,0
